0,14.5
0.138889,14.54033
0.277778,14.6021
0.416667,14.8892
0.555556,15.2691
0.694444,15.55957
0.833333,15.75838
0.972222,16.09563
1.11111,16.40204
1.25,16.5704
1.38889,16.76783
1.52778,17.0908
1.66667,17.2284
1.80556,17.48125
1.94444,17.63439
2.08333,17.8816
2.22222,18.06052
2.36111,18.12083
2.5,18.28918
2.63889,18.4713
2.77778,18.54
2.91667,18.59082
3.05556,18.70005
3.19444,18.88202
3.33333,18.99045
3.47222,19.04
3.61111,18.98832
3.75,19.0788
3.88889,19.16
4.02778,19.20882
4.16667,19.26326
4.30556,19.25795
4.44444,19.26122
4.58333,19.44632
4.72222,19.35043
4.86111,19.43
5,19.5
5.13889,19.53247
5.27778,19.61959
5.41667,19.7304
5.55556,19.75314
5.69444,19.80738
5.83333,19.747
5.97222,19.67875
6.11111,19.69995
6.25,19.8128
6.38889,19.80918
6.52778,19.8
6.66667,19.81763
6.80556,19.81118
6.94444,19.84039
7.08333,19.8689
7.22222,19.82958
7.36111,19.68921
7.5,19.78804
7.63889,19.87232
7.77778,19.84
7.91667,19.8
8.05556,19.80962
8.19444,19.93745
8.33333,19.92308
8.47222,19.99755
8.61111,20.06965
8.75,20.08125
8.88889,20.11732
9.02778,20.05116
9.16667,20.05765
9.30556,20.0929
9.44444,20.0853
9.58333,20.11656
9.72222,20.08
9.86111,20.1009
10,20.1593
